1.0	-10.614407160579
1.25	-10.086137682044
1.5	-9.580348784063
1.75	-9.097584295718
2.0	-8.638415739962
2.25	-8.20337862205
2.5	-7.792888559276
2.75	-7.407147590225
3.0	-7.046059901088
3.25	-6.709179623156
3.5	-6.395706852412
3.75	-6.104533183711
4.0	-5.834322635773
4.25	-5.583605980826
4.5	-5.350868460419
4.75	-5.134618853244
5.0	-4.933436396817
5.25	-4.745997838176
5.5	-4.571089375972
5.75	-4.407608447173
6.0	-4.254559411303
6.25	-4.111046023939
6.5	-3.976262571946
6.75	-3.849484786807
7.0	-3.730061145564
7.25	-3.617404852728
7.5	-3.510986611167
7.75	-3.410328187893
8.0	-3.314996729088
8.25	-3.224599756147
8.5	-3.138780768083
8.75	-3.057215377385
9.0	-2.979607912149
9.25	-2.905688424411
9.5	-2.835210051925
9.75	-2.767946687544
10.0	-2.703690916537
10.25	-2.642252187642
10.5	-2.583455188354
10.75	-2.527138399027
11.0	-2.473152803805
11.25	-2.421360739401
11.5	-2.37163486522
11.75	-2.323857240558
12.0	-2.27791849641
12.25	-2.233717091035
12.5	-2.191158639804
12.75	-2.150155311029
13.0	-2.110625280491
13.25	-2.072492238281
13.5	-2.035684942315
13.75	-2.00013681358
14.0	-1.965785568714
14.25	-1.932572886064
14.5	-1.900444101775
14.75	-1.869347932892
