1.0	-6.601058289161
1.25	-6.283198568357
1.5	-5.978289623652
1.75	-5.686436496725
2.0	-5.40772093147
2.25	-5.142181845985
2.5	-4.889795919965
2.75	-4.650460731486
3.0	-4.423982971116
3.25	-4.210073658159
3.5	-4.008351145867
3.75	-3.818351250764
4.0	-3.639542690354
4.25	-3.471345402577
4.5	-3.313149374145
4.75	-3.164332098826
5.0	-3.024273496779
5.25	-2.892367764619
5.5	-2.768032142486
5.75	-2.650712889518
6.0	-2.539888920711
6.25	-2.435073583998
6.5	-2.335815042904
6.75	-2.24169565303
7.0	-2.152330660115
7.25	-2.067366462766
7.5	-1.986478632848
7.75	-1.909369827877
8.0	-1.835767689901
8.25	-1.76542279692
8.5	-1.698106705873
8.75	-1.633610114347
9.0	-1.571741150868
9.25	-1.512323798925
9.5	-1.455196453275
9.75	-1.400210604186
10.0	-1.347229641088
10.25	-1.296127768226
10.5	-1.246789024415
10.75	-1.199106396222
11.0	-1.152981016955
11.25	-1.108321444668
11.5	-1.065043009177
11.75	-1.02306722294
12.0	-0.9823212491
12.25	-0.942737420167
12.5	-0.904252803433
12.75	-0.866808806931
13.0	-0.830350822888
13.25	-0.794827904529
13.5	-0.76019247238
13.75	-0.726400047974
14.0	-0.693409011128
14.25	-0.661180379605
14.5	-0.629677607691
14.75	-0.598866402999
