1.0	-6.601076811738
1.25	-6.283269903924
1.5	-5.978504871091
1.75	-5.6869851176
2.0	-5.408955909508
2.25	-5.144707939044
2.5	-4.894581903198
2.75	-4.658973907554
3.0	-4.438341245768
3.25	-4.233207772871
3.5	-4.044167694908
3.75	-3.871886164557
4.0	-3.717094653305
4.25	-3.580578767548
4.5	-3.463156153113
4.75	-3.365642624479
5.0	-3.288805899623
5.25	-3.233308469788
5.5	-3.199644036564
5.75	-3.188075010957
6.0	-3.198580719722
6.25	-3.230826022128
6.5	-3.284157309851
6.75	-3.35762776585
7.0	-3.45004785939
7.25	-3.560052378836
7.5	-3.686173305625
7.75	-3.826908732691
8.0	-3.980780904893
8.25	-4.146380004684
8.5	-4.322393346459
8.75	-4.507621698575
9.0	-4.700985409224
9.25	-4.901523195441
9.5	-5.108386134863
9.75	-5.320828885084
10.0	-5.538199613598
10.25	-5.759929644199
10.5	-5.985523457437
10.75	-6.214549400542
11.0	-6.446631288466
11.25	-6.681440941835
11.5	-6.918691646338
11.75	-7.15813246837
12.0	-7.399543347478
12.25	-7.642730874451
12.5	-7.887524671608
12.75	-8.133774293395
13.0	-8.381346570329
13.25	-8.630123338132
13.5	-8.879999491487
13.75	-9.13088131326
14.0	-9.382685042569
14.25	-9.635335639827
14.5	-9.888765724931
14.75	-10.142914659164
