1.0	-6.601158293375
1.25	-6.283447207302
1.5	-5.978815789177
1.75	-5.687432416353
2.0	-5.409456845101
2.25	-5.145019833854
2.5	-4.894201042448
2.75	-4.657007269401
3.0	-4.433353607847
3.25	-4.223050143897
3.5	-4.025796251423
3.75	-3.841183421051
4.0	-3.668706178873
4.25	-3.507779392864
4.5	-3.357759468135
4.75	-3.217966743924
5.0	-3.087706757589
5.25	-2.966288722253
5.5	-2.853040332741
5.75	-2.747318684036
6.0	-2.648517564261
6.25	-2.556071657351
6.5	-2.469458294862
6.75	-2.38819738551
7.0	-2.31185007529
7.25	-2.240016588817
7.5	-2.17233359825
7.75	-2.108471372928
8.0	-2.048130886091
8.25	-1.991040995265
8.5	-1.936955768459
8.75	-1.885651996443
9.0	-1.83692690934
9.25	-1.790596101158
9.5	-1.746491656556
9.75	-1.704460468592
10.0	-1.664362733287
10.25	-1.626070605551
10.5	-1.58946700092
10.75	-1.554444528099
11.0	-1.520904538228
11.25	-1.488756277949
11.5	-1.457916134536
11.75	-1.428306962552
12.0	-1.399857482652
12.25	-1.372501744189
12.5	-1.346178644259
12.75	-1.320831496693
13.0	-1.296407645269
13.25	-1.272858116129
13.5	-1.250137304953
13.75	-1.228202695036
14.0	-1.207014602813
14.25	-1.186535947847
14.5	-1.166732044623
14.75	-1.147570413805
