0.8000	-106.765399435979
0.9000	-107.291842545992
1.0000	-107.54765097978
1.1000	-107.610110318606
1.2000	-107.628179809422
1.4000	-107.563524884477
1.5000	-107.515487935476
1.6000	-107.466884225982
1.7000	-107.420371224164
1.8000	-107.376759203423
1.9000	-107.336863771682
2.0000	-107.30355960025
2.1000	-107.282092799894
2.2000	-107.266831253203
2.3000	-107.2590716869
2.4000	-107.254588387995
2.5000	-107.251969666429
2.6000	-107.250414221352
2.7000	-107.24947572165
2.9000	-107.248561567758
3.0000	-107.248359294112
3.1000	-107.248247272528
3.2000	-107.248191869193
3.3000	-107.248171891495
3.4000	-107.248172335672
